,index,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,Condition,party,age,gender,party_identity,political_leanings,political_engagement,C-Span,education,voted,political_bubble
0,2,friend,particularly,recognize,measure,years,essentially,stated,incredible,mother,sensible,billion,immigrants,view,want,moreover,obamacare,morning,people,year,happy,seconds,manufacturers,reforms,willing,principles,underserved,problem,adopted,good,cities,woman,undermine,provides,undocumented,increases,tax,workers,parks,congress,support,lives,concerned,friends,patients,capacity,give,bringing,provide,supported,protect,globe,democracy,ensures,protecting,prices,project,consumers,children,policy,create,foundation,deficit,murder,leaving,difficult,comments,something,sex,homeowners,inventors,promises,war,require,questions,activities,borders,bridge,allies,businesses,agreement,hope,shutdown,fire,americans,lake,region,takes,encourage,inferior,joy,plentiful,qualified,laugh,clever,rapid,famous,useful,loyal,DEMOCRAT,Democrat,28,1,-2,-1.0,-2,False,3.0,1.0,75.0
1,3,friend,especially,recognize,measure,months,essentially,stated,incredible,mother,commonsense,billion,immigrants,view,wanted,additionally,aca,morning,people,week,pleased,seconds,companies,reforms,able,values,underserved,problems,passed,good,cities,woman,destroy,eliminates,undocumented,cuts,taxes,workers,parks,congress,support,lives,talking,colleagues,seniors,capability,give,bringing,provide,supported,defend,country,democracy,ensures,protecting,prices,program,consumers,children,policy,produce,institute,debt,rape,left,difficult,statement,something,sexual,homeowners,inventors,commitments,war,include,questions,activities,borders,bridge,allies,corporations,agreement,hope,shutdown,police,americans,lake,region,taking,encourage,superior,joy,plentiful,qualified,laugh,clever,rapid,famous,useful,loyal,DEMOCRAT,Democrat,28,0,1,-1.0,0,False,2.0,1.0,85.0
2,4,friend,especially,recognize,legislation,years,basically,stated,extraordinary,mother,sensible,trillion,aliens,view,want,additionally,obamacare,morning,folks,year,happy,seconds,companies,changes,willing,values,underserved,problems,passed,bad,counties,man,destroy,eliminates,illegal,increases,taxes,workers,forests,congress,oppose,lives,talking,friends,seniors,capacity,deny,brought,deliver,supported,defend,globe,freedom,ensure,defending,prices,program,taxpayers,babies,policies,produce,institute,debt,rape,left,tough,comments,nothing,sex,farmers,investors,commitments,wars,include,questions,activities,borders,fence,allies,corporations,agreement,believe,shutdown,police,hoosiers,lake,region,takes,encourage,inferior,joy,plentiful,unqualified,laugh,stupid,slow,unknown,useless,disloyal,REPUBLICAN,Democrat,38,1,2,-1.0,-1,False,2.0,1.0,75.0
3,6,colleague,particularly,acknowledge,legislation,months,basically,stated,incredible,father,commonsense,billion,aliens,view,want,moreover,obamacare,evening,folks,year,pleased,minutes,manufacturers,changes,able,principles,underserved,problems,passed,bad,counties,man,undermine,eliminates,illegal,cuts,taxes,workers,parks,congress,oppose,lives,concerned,colleagues,patients,capability,deny,brought,deliver,sponsored,defend,country,democracy,ensures,defending,prices,project,taxpayers,children,policies,create,foundation,deficit,rape,left,difficult,statement,nothing,sexual,homeowners,investors,commitments,war,require,question,programs,borders,fence,partners,corporations,treaty,believe,shutdown,police,hoosiers,lake,region,takes,enable,inferior,sorrow,plentiful,unqualified,cry,stupid,slow,unknown,useless,loyal,REPUBLICAN,Independent,33,1,0,0.0,-1,False,2.0,1.0,50.0
4,7,colleague,especially,recognize,legislation,years,basically,indicated,incredible,father,commonsense,trillion,aliens,opinion,want,additionally,obamacare,morning,folks,year,pleased,minutes,manufacturers,reforms,able,values,underserved,problems,passed,bad,counties,man,undermine,eliminates,illegal,cuts,taxes,workers,forests,congress,oppose,lives,concerned,colleagues,seniors,capacity,deny,brought,deliver,supported,defend,country,freedom,ensure,defending,rates,program,taxpayers,children,policies,create,foundation,debt,murder,left,tough,statement,something,sexual,farmers,investors,commitments,wars,require,questions,activities,borders,fence,allies,businesses,agreement,believe,shutdown,police,americans,lake,region,taking,encourage,superior,sorrow,scarce,unqualified,laugh,stupid,rapid,unknown,useless,loyal,REPUBLICAN,Independent,32,0,0,-2.0,2,False,0.0,1.0,80.0
5,9,friend,especially,recognize,legislation,months,basically,stated,extraordinary,father,sensible,billion,immigrants,opinion,wanted,additionally,obamacare,morning,people,week,happy,minutes,manufacturers,changes,able,values,rural,problem,passed,good,cities,man,destroy,provides,undocumented,cuts,taxes,workers,parks,congress,support,lives,concerned,friends,seniors,capability,deny,bringing,provide,supported,protect,country,democracy,ensures,protecting,prices,program,taxpayers,children,policies,produce,foundation,debt,murder,leaving,difficult,comments,nothing,sexual,homeowners,inventors,commitments,wars,include,questions,activities,borders,fence,partners,businesses,agreement,believe,shutdown,police,americans,lake,area,takes,encourage,inferior,sorrow,scarce,qualified,cry,clever,rapid,unknown,useful,loyal,DEMOCRAT,Democrat,53,1,0,-1.0,0,False,2.0,1.0,95.0
6,10,friend,particularly,acknowledge,measure,years,basically,stated,incredible,mother,sensible,billion,immigrants,view,want,additionally,aca,morning,people,week,happy,seconds,manufacturers,reforms,able,principles,underserved,problem,adopted,good,cities,woman,undermine,provides,undocumented,cuts,tax,workers,forests,congress,support,lives,concerned,friends,seniors,capability,give,bringing,provide,supported,protect,globe,democracy,ensure,protecting,rates,project,consumers,children,policy,create,foundation,deficit,murder,leaving,difficult,comments,something,sex,homeowners,inventors,promises,wars,include,question,activities,ports,fence,partners,corporations,agreement,hope,shutdown,fire,americans,lake,region,takes,encourage,inferior,joy,plentiful,unqualified,laugh,clever,rapid,famous,useful,loyal,DEMOCRAT,Independent,39,1,2,-2.0,0,False,0.0,1.0,50.0
7,12,friend,especially,recognize,legislation,years,basically,indicated,incredible,mother,commonsense,trillion,immigrants,view,want,additionally,obamacare,morning,folks,week,pleased,minutes,manufacturers,reforms,able,values,rural,problems,passed,bad,counties,woman,undermine,eliminates,illegal,cuts,taxes,workers,parks,congress,oppose,life,talking,friends,seniors,capability,deny,brought,deliver,sponsored,defend,country,freedom,ensure,defending,prices,program,taxpayers,babies,policies,produce,foundation,debt,murder,left,tough,comments,nothing,sexual,farmers,investors,promises,war,require,question,programs,borders,fence,allies,businesses,agreement,believe,shutdown,police,americans,delta,area,taking,enable,superior,joy,plentiful,qualified,laugh,stupid,rapid,famous,useless,loyal,REPUBLICAN,Democrat,30,1,-3,-1.0,-2,False,0.0,1.0,10.0
8,13,colleague,particularly,recognize,legislation,years,essentially,stated,incredible,father,sensible,trillion,aliens,view,wanted,additionally,aca,evening,folks,year,pleased,minutes,companies,changes,able,principles,rural,problems,passed,bad,counties,man,destroy,eliminates,undocumented,increases,taxes,workers,parks,body,oppose,lives,concerned,colleagues,seniors,capacity,deny,bringing,provide,sponsored,defend,globe,democracy,ensures,defending,rates,project,taxpayers,children,policy,produce,foundation,debt,rape,leaving,tough,statement,something,sexual,farmers,investors,promises,wars,require,questions,activities,borders,bridge,allies,businesses,treaty,believe,shutdown,police,americans,lake,region,taking,encourage,superior,joy,plentiful,unqualified,laugh,stupid,slow,famous,useful,loyal,REPUBLICAN,Democrat,25,0,-1,-1.0,-2,False,1.0,0.0,50.0
9,14,colleague,especially,acknowledge,measure,years,essentially,indicated,extraordinary,mother,sensible,billion,immigrants,view,wanted,additionally,aca,morning,folks,year,pleased,minutes,companies,changes,willing,principles,underserved,problems,adopted,good,cities,woman,undermine,provides,undocumented,increases,tax,workers,parks,congress,support,lives,concerned,colleagues,seniors,capability,give,bringing,provide,supported,protect,globe,democracy,ensures,protecting,rates,project,consumers,children,policies,create,foundation,deficit,rape,leaving,difficult,comments,something,sex,homeowners,inventors,commitments,wars,include,questions,programs,borders,bridge,partners,corporations,agreement,hope,shutdown,police,americans,delta,region,taking,encourage,superior,joy,scarce,unqualified,cry,clever,rapid,unknown,useful,loyal,DEMOCRAT,Independent,36,0,0,1.0,2,True,2.0,1.0,50.0
10,15,colleague,particularly,recognize,legislation,years,essentially,indicated,extraordinary,mother,sensible,trillion,immigrants,view,wanted,additionally,aca,evening,people,year,pleased,minutes,manufacturers,reforms,able,values,underserved,problem,adopted,good,counties,man,undermine,eliminates,undocumented,increases,taxes,employees,parks,body,oppose,lives,concerned,colleagues,seniors,capacity,deny,brought,provide,sponsored,defend,country,freedom,ensures,defending,prices,program,taxpayers,children,policy,create,foundation,deficit,murder,left,tough,statement,nothing,sex,homeowners,investors,promises,wars,require,question,activities,borders,bridge,partners,corporations,agreement,believe,shutdown,police,americans,lake,area,taking,encourage,superior,joy,scarce,unqualified,laugh,clever,rapid,famous,useful,loyal,REPUBLICAN,Independent,25,1,-3,0.0,1,False,2.0,1.0,0.0
11,16,friend,especially,recognize,measure,months,basically,indicated,extraordinary,mother,sensible,billion,immigrants,view,want,moreover,obamacare,morning,people,week,pleased,minutes,companies,reforms,willing,principles,underserved,problem,passed,good,counties,woman,undermine,provides,undocumented,increases,tax,workers,forests,congress,support,lives,concerned,friends,seniors,capability,give,bringing,provide,supported,protect,globe,freedom,ensure,protecting,prices,project,consumers,children,policy,create,institute,debt,rape,left,difficult,comments,something,sex,farmers,inventors,promises,war,include,questions,activities,ports,bridge,partners,businesses,agreement,believe,takeover,fire,americans,lake,area,taking,enable,superior,joy,plentiful,qualified,laugh,clever,rapid,unknown,useful,loyal,DEMOCRAT,Democrat,67,1,3,-2.0,2,False,4.0,1.0,50.0
12,17,friend,particularly,recognize,legislation,years,basically,stated,incredible,mother,commonsense,trillion,immigrants,view,want,moreover,aca,evening,people,year,pleased,minutes,manufacturers,reforms,able,values,underserved,problem,adopted,good,cities,woman,undermine,eliminates,undocumented,cuts,taxes,workers,parks,congress,support,lives,concerned,friends,seniors,capacity,give,brought,provide,supported,defend,globe,freedom,ensures,protecting,rates,program,taxpayers,children,policy,create,institute,debt,rape,leaving,tough,comments,nothing,sexual,homeowners,investors,commitments,war,include,question,programs,borders,bridge,partners,corporations,agreement,hope,shutdown,police,americans,lake,region,taking,encourage,superior,sorrow,scarce,unqualified,cry,stupid,slow,unknown,useful,disloyal,DEMOCRAT,Independent,29,1,0,2.0,0,False,1.0,0.0,70.0
13,18,colleague,particularly,acknowledge,legislation,years,essentially,stated,incredible,father,sensible,trillion,aliens,view,wanted,additionally,aca,morning,folks,year,pleased,minutes,companies,reforms,able,principles,underserved,problem,passed,bad,cities,man,destroy,eliminates,illegal,cuts,taxes,workers,forests,congress,oppose,lives,talking,colleagues,patients,capacity,deny,bringing,deliver,sponsored,defend,globe,freedom,ensure,defending,rates,program,taxpayers,children,policy,create,institute,deficit,murder,left,difficult,statement,something,sex,homeowners,inventors,commitments,wars,require,question,programs,borders,fence,partners,businesses,treaty,believe,shutdown,fire,hoosiers,delta,area,takes,enable,inferior,sorrow,scarce,unqualified,cry,stupid,slow,unknown,useless,disloyal,REPUBLICAN,Independent,37,1,0,-1.0,-3,False,3.0,0.0,50.0
14,19,friend,particularly,acknowledge,measure,months,essentially,indicated,extraordinary,mother,sensible,billion,immigrants,view,wanted,additionally,obamacare,evening,people,week,happy,seconds,companies,changes,willing,values,underserved,problem,adopted,good,cities,woman,undermine,provides,undocumented,cuts,tax,employees,parks,body,support,life,talking,friends,patients,capacity,give,brought,deliver,supported,defend,country,freedom,ensures,protecting,prices,program,consumers,children,policies,produce,institute,debt,murder,left,tough,statement,something,sex,farmers,inventors,promises,war,include,questions,activities,borders,fence,partners,corporations,agreement,hope,shutdown,police,americans,delta,area,takes,enable,superior,joy,scarce,qualified,laugh,stupid,rapid,unknown,useless,loyal,DEMOCRAT,Democrat,46,0,2,-1.0,2,False,3.0,1.0,80.0
15,20,colleague,particularly,recognize,legislation,years,essentially,indicated,extraordinary,father,commonsense,trillion,immigrants,view,want,additionally,obamacare,morning,people,year,pleased,minutes,companies,reforms,able,principles,underserved,problems,adopted,bad,counties,man,destroy,eliminates,undocumented,cuts,taxes,employees,forests,congress,oppose,lives,concerned,colleagues,seniors,capacity,deny,brought,provide,sponsored,defend,country,democracy,ensure,defending,rates,program,taxpayers,children,policies,produce,institute,deficit,murder,left,difficult,statement,something,sexual,farmers,investors,promises,war,require,questions,programs,borders,fence,partners,corporations,agreement,believe,takeover,police,americans,lake,region,takes,enable,superior,sorrow,scarce,unqualified,cry,clever,rapid,famous,useless,disloyal,DEMOCRAT,Republican,47,1,-1,-1.0,-2,False,1.0,1.0,30.0
16,23,colleague,especially,recognize,legislation,months,essentially,indicated,incredible,mother,commonsense,trillion,immigrants,view,wanted,additionally,obamacare,evening,people,week,happy,minutes,manufacturers,changes,willing,principles,underserved,problems,passed,bad,cities,woman,undermine,provides,undocumented,increases,taxes,employees,parks,congress,oppose,lives,talking,friends,patients,capacity,give,bringing,provide,sponsored,defend,globe,democracy,ensures,defending,prices,program,taxpayers,babies,policy,produce,institute,debt,rape,leaving,difficult,comments,nothing,sexual,homeowners,inventors,promises,war,require,questions,programs,ports,bridge,partners,corporations,agreement,hope,shutdown,fire,americans,lake,area,taking,enable,superior,sorrow,plentiful,unqualified,cry,stupid,slow,famous,useless,disloyal,DEMOCRAT,Republican,50,1,1,1.0,2,False,1.0,1.0,25.0
17,26,colleague,especially,acknowledge,measure,years,essentially,indicated,incredible,mother,sensible,trillion,aliens,view,want,moreover,aca,evening,people,year,pleased,minutes,manufacturers,reforms,able,values,underserved,problems,adopted,good,cities,woman,undermine,provides,undocumented,increases,taxes,employees,forests,body,support,lives,concerned,colleagues,patients,capacity,give,bringing,deliver,supported,protect,globe,democracy,ensures,protecting,rates,project,consumers,children,policies,create,foundation,deficit,rape,leaving,difficult,comments,nothing,sexual,homeowners,investors,commitments,war,include,question,activities,ports,bridge,allies,corporations,treaty,believe,takeover,police,americans,delta,region,taking,enable,superior,joy,plentiful,qualified,laugh,clever,rapid,famous,useful,loyal,DEMOCRAT,Democrat,38,1,-2,-1.0,-1,True,3.0,1.0,50.0
18,31,colleague,especially,recognize,measure,years,basically,indicated,incredible,mother,commonsense,billion,immigrants,opinion,wanted,moreover,aca,evening,people,year,pleased,seconds,companies,reforms,able,values,underserved,problems,adopted,bad,cities,woman,undermine,provides,undocumented,cuts,taxes,employees,forests,body,support,lives,concerned,colleagues,seniors,capability,deny,bringing,deliver,sponsored,protect,globe,freedom,ensures,defending,rates,project,consumers,children,policies,create,foundation,deficit,murder,leaving,difficult,comments,something,sex,homeowners,inventors,promises,wars,include,question,activities,ports,fence,partners,corporations,agreement,hope,takeover,police,hoosiers,delta,area,takes,enable,inferior,sorrow,plentiful,unqualified,cry,stupid,slow,famous,useful,disloyal,DEMOCRAT,Republican,59,1,3,1.0,1,False,3.0,1.0,50.0
19,35,colleague,especially,recognize,legislation,years,basically,indicated,incredible,mother,commonsense,billion,immigrants,view,want,additionally,obamacare,morning,folks,year,pleased,minutes,manufacturers,reforms,willing,principles,underserved,problems,adopted,good,counties,woman,undermine,provides,undocumented,increases,taxes,workers,forests,congress,support,lives,concerned,friends,patients,capability,give,brought,deliver,supported,protect,country,democracy,ensure,defending,prices,program,taxpayers,children,policies,create,,deficit,rape,left,difficult,comments,something,sex,homeowners,inventors,promises,wars,include,questions,programs,borders,bridge,partners,businesses,agreement,hope,shutdown,police,americans,delta,area,taking,encourage,inferior,sorrow,scarce,qualified,cry,clever,rapid,unknown,useful,loyal,DEMOCRAT,Republican,49,0,-1,1.0,1,False,3.0,1.0,60.0
20,39,friend,especially,recognize,legislation,months,basically,stated,incredible,mother,commonsense,billion,immigrants,view,want,additionally,aca,morning,people,year,happy,seconds,companies,changes,able,principles,underserved,problems,passed,good,cities,woman,undermine,provides,undocumented,increases,taxes,employees,parks,congress,support,lives,concerned,friends,patients,capability,give,bringing,provide,supported,protect,globe,democracy,ensures,defending,prices,program,consumers,children,policies,produce,institute,deficit,murder,left,difficult,comments,something,sex,homeowners,inventors,promises,war,include,questions,programs,ports,bridge,partners,corporations,agreement,hope,shutdown,fire,americans,lake,area,taking,encourage,superior,joy,plentiful,qualified,laugh,clever,rapid,famous,useful,disloyal,DEMOCRAT,Democrat,49,1,3,-1.0,2,False,3.0,1.0,90.0
21,40,colleague,particularly,acknowledge,legislation,years,essentially,indicated,extraordinary,father,commonsense,trillion,aliens,view,wanted,moreover,obamacare,morning,folks,year,pleased,minutes,manufacturers,changes,able,values,rural,problem,passed,bad,counties,man,destroy,eliminates,illegal,cuts,taxes,employees,parks,congress,oppose,life,talking,colleagues,patients,capability,deny,brought,deliver,sponsored,defend,country,freedom,ensure,defending,rates,program,taxpayers,children,policy,produce,institute,deficit,rape,left,difficult,statement,nothing,sex,farmers,investors,commitments,wars,require,question,programs,borders,fence,partners,businesses,treaty,believe,shutdown,police,americans,delta,region,takes,enable,superior,sorrow,scarce,unqualified,cry,stupid,rapid,unknown,useless,loyal,REPUBLICAN,Democrat,41,0,1,-1.0,1,False,3.0,1.0,90.0
22,41,colleague,especially,acknowledge,legislation,years,essentially,stated,incredible,father,sensible,billion,aliens,view,wanted,moreover,aca,evening,people,year,pleased,minutes,companies,reforms,willing,values,rural,problems,passed,good,cities,woman,destroy,provides,illegal,increases,taxes,workers,forests,congress,support,life,concerned,friends,seniors,capacity,give,bringing,provide,supported,protect,country,freedom,ensure,protecting,prices,program,taxpayers,children,policies,produce,foundation,debt,murder,leaving,difficult,statement,nothing,sex,farmers,investors,commitments,,include,questions,programs,borders,bridge,allies,businesses,treaty,believe,shutdown,police,americans,lake,region,takes,encourage,superior,joy,plentiful,qualified,laugh,clever,rapid,famous,useful,loyal,REPUBLICAN,Independent,48,1,1,-1.0,0,False,3.0,1.0,50.0
23,43,friend,particularly,acknowledge,measure,months,essentially,indicated,extraordinary,mother,sensible,billion,immigrants,view,want,additionally,aca,morning,people,week,pleased,seconds,companies,reforms,able,principles,underserved,problems,adopted,good,counties,woman,destroy,provides,undocumented,increases,taxes,workers,parks,body,support,lives,talking,friends,patients,capability,give,bringing,provide,supported,defend,country,democracy,ensure,protecting,rates,program,taxpayers,children,policy,create,foundation,debt,rape,left,tough,comments,something,sexual,homeowners,inventors,commitments,wars,include,questions,activities,ports,bridge,allies,corporations,agreement,hope,shutdown,fire,americans,lake,region,taking,enable,superior,joy,scarce,qualified,laugh,clever,rapid,unknown,useful,loyal,DEMOCRAT,Democrat,45,1,3,-2.0,2,False,2.0,1.0,80.0
24,44,colleague,especially,acknowledge,legislation,years,basically,indicated,incredible,father,sensible,trillion,immigrants,opinion,wanted,additionally,obamacare,evening,folks,year,happy,minutes,companies,reforms,able,principles,underserved,problems,adopted,bad,cities,man,destroy,eliminates,illegal,cuts,taxes,workers,parks,body,oppose,life,talking,colleagues,patients,capacity,deny,bringing,deliver,supported,defend,country,freedom,ensures,defending,rates,program,taxpayers,babies,policy,produce,institute,debt,murder,leaving,difficult,comments,nothing,sex,farmers,investors,commitments,wars,require,questions,programs,borders,fence,allies,corporations,treaty,believe,shutdown,police,hoosiers,delta,area,taking,enable,inferior,sorrow,scarce,unqualified,cry,stupid,slow,unknown,useless,disloyal,REPUBLICAN,Independent,46,1,3,-2.0,1,False,3.0,1.0,65.0
25,45,friend,especially,recognize,legislation,months,essentially,stated,extraordinary,mother,sensible,billion,immigrants,opinion,wanted,additionally,aca,morning,people,week,pleased,seconds,companies,changes,willing,principles,underserved,problem,adopted,good,cities,woman,destroy,provides,undocumented,increases,taxes,workers,parks,congress,support,lives,concerned,friends,patients,capability,give,brought,provide,supported,protect,globe,democracy,ensure,protecting,prices,project,taxpayers,children,policy,create,foundation,deficit,rape,left,difficult,comments,something,sexual,homeowners,inventors,promises,war,require,questions,programs,ports,bridge,partners,corporations,agreement,believe,takeover,police,americans,lake,region,taking,enable,inferior,joy,scarce,unqualified,laugh,clever,slow,famous,useful,loyal,DEMOCRAT,Democrat,41,0,0,-2.0,2,True,3.0,1.0,85.0
26,48,friend,especially,recognize,measure,months,basically,stated,incredible,mother,sensible,billion,aliens,view,wanted,additionally,obamacare,morning,folks,week,happy,seconds,companies,changes,able,values,rural,problems,passed,bad,counties,man,destroy,eliminates,illegal,cuts,taxes,workers,parks,congress,oppose,life,talking,friends,seniors,capability,deny,brought,deliver,supported,protect,country,freedom,ensure,protecting,prices,project,taxpayers,babies,policy,create,foundation,debt,rape,left,tough,comments,nothing,sex,farmers,investors,promises,wars,require,question,activities,borders,fence,partners,businesses,agreement,believe,takeover,police,hoosiers,lake,area,taking,enable,inferior,sorrow,scarce,unqualified,cry,stupid,rapid,famous,useless,disloyal,REPUBLICAN,Independent,54,0,-1,-1.0,2,False,3.0,1.0,95.0
27,49,colleague,especially,acknowledge,legislation,months,basically,indicated,incredible,father,sensible,billion,aliens,opinion,wanted,moreover,aca,evening,folks,week,pleased,seconds,companies,,willing,principles,underserved,problems,adopted,bad,cities,man,undermine,eliminates,undocumented,cuts,tax,workers,forests,congress,oppose,life,talking,colleagues,patients,capacity,deny,bringing,provide,supported,defend,country,democracy,ensure,defending,prices,program,taxpayers,children,policy,create,institute,debt,rape,left,difficult,statement,nothing,sexual,homeowners,investors,commitments,war,require,question,programs,borders,fence,allies,corporations,treaty,hope,takeover,police,hoosiers,delta,region,takes,enable,inferior,sorrow,plentiful,unqualified,cry,clever,slow,unknown,useless,disloyal,DEMOCRAT,Independent,44,1,0,-1.0,0,False,0.0,1.0,85.0
28,50,colleague,particularly,recognize,legislation,years,essentially,indicated,extraordinary,father,commonsense,trillion,immigrants,view,wanted,moreover,aca,evening,people,year,pleased,minutes,manufacturers,reforms,willing,values,rural,problem,passed,bad,cities,man,undermine,eliminates,undocumented,cuts,taxes,employees,forests,congress,oppose,life,talking,colleagues,seniors,capacity,deny,brought,deliver,sponsored,protect,country,freedom,ensure,protecting,rates,program,taxpayers,babies,policy,create,institute,deficit,murder,leaving,difficult,statement,nothing,sex,farmers,investors,promises,war,require,question,programs,borders,bridge,partners,corporations,treaty,believe,takeover,fire,americans,delta,region,taking,encourage,superior,sorrow,plentiful,qualified,laugh,clever,slow,famous,useful,loyal,REPUBLICAN,Democrat,57,1,-2,-1.0,-2,False,0.0,0.0,60.0
29,51,colleague,particularly,recognize,legislation,years,essentially,indicated,extraordinary,father,sensible,trillion,immigrants,opinion,wanted,additionally,aca,evening,folks,year,pleased,seconds,manufacturers,changes,willing,principles,underserved,problem,adopted,good,cities,woman,destroy,eliminates,illegal,cuts,taxes,employees,forests,body,oppose,lives,talking,colleagues,patients,capability,deny,brought,provide,supported,defend,globe,freedom,ensures,protecting,prices,project,taxpayers,babies,policies,create,foundation,deficit,rape,leaving,tough,comments,something,sex,farmers,investors,commitments,war,require,questions,activities,ports,fence,partners,businesses,treaty,believe,shutdown,police,hoosiers,lake,region,taking,encourage,inferior,joy,scarce,unqualified,laugh,clever,slow,famous,useless,loyal,REPUBLICAN,Democrat,24,0,2,-2.0,1,False,3.0,0.0,80.0
30,53,colleague,particularly,recognize,legislation,years,essentially,indicated,extraordinary,father,commonsense,trillion,aliens,view,wanted,moreover,obamacare,morning,people,year,pleased,seconds,companies,reforms,able,values,rural,problems,adopted,good,counties,man,destroy,provides,illegal,cuts,taxes,workers,forests,congress,oppose,life,concerned,colleagues,seniors,capability,deny,brought,provide,supported,protect,country,freedom,ensures,defending,rates,program,taxpayers,children,policies,produce,institute,deficit,murder,left,tough,statement,something,sexual,farmers,investors,commitments,war,require,questions,programs,borders,fence,partners,businesses,agreement,believe,takeover,police,americans,delta,region,taking,enable,superior,sorrow,scarce,qualified,laugh,stupid,slow,famous,useful,loyal,REPUBLICAN,Independent,46,1,-3,0.0,-2,False,3.0,0.0,
31,56,friend,particularly,recognize,measure,years,essentially,indicated,incredible,mother,commonsense,billion,immigrants,opinion,want,additionally,obamacare,morning,folks,year,happy,minutes,companies,changes,able,values,underserved,problem,adopted,good,cities,woman,destroy,provides,undocumented,cuts,taxes,employees,parks,congress,support,life,talking,friends,patients,capability,give,bringing,provide,supported,protect,globe,democracy,ensures,protecting,prices,program,consumers,children,policies,create,foundation,debt,rape,left,tough,comments,something,sexual,farmers,inventors,promises,war,include,question,activities,borders,bridge,allies,businesses,agreement,believe,takeover,fire,americans,lake,region,taking,enable,superior,joy,plentiful,qualified,laugh,clever,rapid,unknown,useless,loyal,DEMOCRAT,Democrat,29,1,1,-1.0,-1,True,3.0,1.0,30.0
32,58,colleague,particularly,acknowledge,legislation,years,essentially,indicated,extraordinary,father,sensible,billion,aliens,view,wanted,moreover,aca,morning,people,year,pleased,minutes,manufacturers,reforms,willing,principles,underserved,problem,passed,bad,cities,man,undermine,eliminates,illegal,cuts,tax,employees,parks,congress,oppose,lives,concerned,colleagues,seniors,capability,deny,brought,provide,sponsored,defend,country,democracy,ensure,defending,rates,program,taxpayers,children,policy,produce,foundation,deficit,murder,left,tough,statement,something,sex,homeowners,investors,commitments,war,require,questions,programs,borders,fence,allies,corporations,treaty,believe,shutdown,police,hoosiers,delta,region,takes,encourage,superior,sorrow,scarce,unqualified,laugh,clever,slow,unknown,useful,loyal,REPUBLICAN,Independent,54,1,2,-1.0,0,True,3.0,1.0,50.0
33,59,colleague,particularly,acknowledge,measure,years,essentially,stated,extraordinary,mother,sensible,trillion,immigrants,opinion,wanted,moreover,obamacare,morning,folks,year,pleased,minutes,companies,reforms,able,values,rural,problems,adopted,good,cities,woman,undermine,provides,undocumented,increases,taxes,workers,parks,congress,support,lives,concerned,colleagues,seniors,capability,give,bringing,provide,supported,protect,globe,democracy,ensure,defending,rates,project,taxpayers,children,policies,create,foundation,deficit,murder,leaving,tough,comments,something,sex,farmers,inventors,commitments,wars,include,questions,programs,borders,bridge,allies,corporations,agreement,hope,shutdown,police,americans,delta,area,taking,encourage,superior,joy,scarce,qualified,laugh,clever,rapid,unknown,useful,loyal,DEMOCRAT,Independent,45,1,1,-1.0,2,False,0.0,1.0,90.0
34,61,colleague,especially,recognize,legislation,months,essentially,indicated,incredible,father,sensible,trillion,aliens,opinion,wanted,moreover,aca,evening,folks,year,pleased,minutes,companies,changes,willing,values,rural,problems,passed,bad,cities,woman,destroy,provides,undocumented,increases,taxes,workers,forests,congress,support,lives,concerned,colleagues,seniors,capacity,give,bringing,deliver,sponsored,protect,country,freedom,ensures,defending,prices,program,taxpayers,children,policies,produce,institute,debt,murder,left,difficult,statement,nothing,sexual,homeowners,inventors,promises,wars,include,question,programs,borders,bridge,allies,businesses,treaty,believe,takeover,police,americans,delta,area,taking,encourage,superior,joy,plentiful,qualified,laugh,clever,rapid,famous,useful,disloyal,REPUBLICAN,Republican,33,1,-2,1.0,-2,False,2.0,0.0,50.0
35,62,friend,especially,recognize,legislation,years,essentially,stated,extraordinary,mother,commonsense,billion,immigrants,view,want,moreover,aca,evening,people,year,happy,minutes,manufacturers,reforms,willing,principles,underserved,problem,passed,good,cities,woman,undermine,provides,undocumented,increases,taxes,workers,forests,congress,support,life,concerned,friends,patients,capability,give,bringing,provide,supported,protect,globe,democracy,ensure,protecting,prices,program,taxpayers,children,policies,create,foundation,deficit,rape,leaving,tough,statement,something,sex,homeowners,inventors,commitments,war,include,questions,activities,ports,bridge,partners,businesses,agreement,hope,shutdown,police,americans,lake,area,taking,enable,inferior,joy,scarce,qualified,laugh,clever,rapid,unknown,useful,loyal,DEMOCRAT,Democrat,52,1,3,-2.0,2,False,1.0,0.0,95.0
