ID,101,102,105,107,110,113,114,116,119,120,128,130,135,139,140,141,143,145,147,149,150,151,154,156,158,159,166,167,170,174,175,181,182,185,186,190,191,194,197,199,Condition,order,atc_passed,ident
145,paychecks,girls,achievements,relationships,songs,friendship,victories,miracles,winner,bonuses,homicides,deficiencies,killers,funeral,nightmares,rapist,difficulty,crime,failure,death,proposals,sites,regions,instructions,particle,predecessors,affiliations,referrals,pillar,town,second,yard,kilometer,teaspoon,liter,gigabyte,hertz,thousand,big,narrow,DEMOCRAT,2,True,DEMOCRAT
146,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicides,deficiency,killers,funerals,nightmares,rapist,-99,crimes,failures,deaths,proposal,site,region,instruction,particles,predecessor,affiliation,referral,pillar,town,second,yard,kilometer,teaspoon,cup,megabyte,hertz,hundred,small,narrow,REPUBLICAN,1,True,DEMOCRAT
147,paychecks,girl,achievements,relationships,song,friendship,victory,miracle,winner,bonus,homicide,deficiency,killer,funeral,nightmares,rapists,difficulty,crimes,failures,death,proposals,site,region,instruction,particles,predecessors,affiliations,referral,pillar,towns,minute,yard,centimeter,tablespoon,cup,gigabyte,gigahertz,hundred,big,narrow,DEMOCRAT,3,False,DEMOCRAT
148,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,sites,regions,instructions,particles,predecessors,affiliations,referrals,pillars,towns,minute,mile,kilometer,tablespoon,liter,gigabyte,gigahertz,thousand,big,wide,REPUBLICAN,2,True,DEMOCRAT
149,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicides,deficiencies,killer,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposal,site,regions,instruction,particle,predecessors,affiliations,referrals,pillar,town,second,yard,kilometer,teaspoon,liter,megabyte,hertz,hundred,small,narrow,REPUBLICAN,3,True,DEMOCRAT
150,paycheck,girl,achievement,relationship,song,friendship,victories,miracle,winner,bonus,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposal,site,region,instruction,particle,predecessor,affiliation,referral,pillar,town,second,yard,centimeter,teaspoon,liter,megabyte,hertz,hundred,small,narrow,REPUBLICAN,3,True,DEMOCRAT
151,-99,girl,achievement,relationships,song,friendship,victory,miracle,winner,bonus,homicides,deficiencies,killers,funerals,nightmare,rapist,difficulty,-99,failure,death,proposal,sites,region,instruction,particle,predecessors,affiliation,referrals,pillar,town,second,yard,centimeter,teaspoon,cup,gigabyte,gigahertz,hundred,small,wide,DEMOCRAT,2,True,REPUBLICAN
152,paycheck,girls,achievement,relationships,song,friendship,victories,miracle,winners,bonus,homicide,deficiency,killers,funerals,nightmares,rapists,difficulty,crime,failure,deaths,proposal,sites,region,instructions,particle,predecessors,affiliations,referrals,pillars,town,minute,yard,kilometer,teaspoon,cup,megabyte,hertz,thousand,small,wide,REPUBLICAN,1,False,DEMOCRAT
153,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulties,crime,failure,death,proposals,sites,regions,instructions,particles,predecessors,affiliations,referrals,pillars,towns,minute,mile,kilometer,tablespoon,liter,gigabyte,gigahertz,thousand,big,wide,REPUBLICAN,1,True,REPUBLICAN
154,paycheck,girl,achievements,relationships,song,friendships,victory,miracle,winner,bonus,homicides,deficiency,killers,funeral,nightmare,rapists,difficulties,crimes,failure,death,proposal,site,region,instruction,particle,predecessor,affiliation,referral,pillar,towns,minute,yard,kilometer,teaspoon,cup,megabyte,gigahertz,thousand,big,wide,REPUBLICAN,2,True,DEMOCRAT
155,paychecks,girl,achievement,relationships,song,friendship,victories,miracle,winner,bonus,homicides,deficiency,killers,funeral,nightmare,rapist,difficulty,crimes,failure,death,proposal,site,region,instructions,particles,predecessor,affiliations,referrals,pillars,town,minute,mile,kilometer,tablespoon,cup,megabyte,hertz,thousand,small,narrow,REPUBLICAN,1,True,DEMOCRAT
156,paychecks,girls,achievements,relationship,songs,friendships,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmares,rapists,difficulties,crime,failure,death,proposals,sites,region,instructions,particles,predecessor,affiliation,referrals,pillar,town,minute,mile,kilometer,tablespoon,cup,megabyte,gigahertz,thousand,big,wide,DEMOCRAT,2,True,REPUBLICAN
157,paycheck,girls,achievements,relationship,songs,friendships,victories,miracle,winners,bonuses,homicide,deficiencies,killer,funeral,nightmare,rapist,difficulty,crime,failure,deaths,proposals,site,region,instruction,particle,predecessor,affiliation,referral,pillars,towns,minute,mile,kilometer,teaspoon,cup,gigabyte,gigahertz,thousand,big,wide,DEMOCRAT,1,True,DEMOCRAT
158,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,sites,regions,instructions,particles,predecessors,affiliations,referrals,pillars,towns,minute,mile,kilometer,tablespoon,liter,gigabyte,gigahertz,hundred,big,wide,REPUBLICAN,2,True,REPUBLICAN
159,paychecks,girls,achievements,relationship,song,friendship,victory,miracle,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulties,crimes,failure,death,proposals,site,regions,instruction,particles,predecessor,affiliation,referral,pillars,town,minute,mile,centimeter,tablespoon,cup,gigabyte,gigahertz,thousand,big,wide,DEMOCRAT,2,True,DEMOCRAT
160,paycheck,girl,achievement,relationship,song,friendship,victories,miracles,winner,bonus,homicides,deficiency,killers,funeral,nightmare,rapist,difficulty,crimes,failures,death,proposal,site,region,instruction,particle,predecessor,affiliation,referral,pillars,town,minute,mile,centimeter,tablespoon,cup,gigabyte,hertz,hundred,big,narrow,REPUBLICAN,1,True,DEMOCRAT
161,paycheck,girl,achievements,relationships,song,friendships,victories,miracle,winners,bonuses,homicide,deficiencies,killers,funeral,nightmare,rapists,difficulties,crimes,failures,deaths,proposals,sites,regions,instruction,particles,predecessors,affiliations,referral,pillar,town,second,mile,centimeter,teaspoon,cup,gigabyte,gigahertz,hundred,small,narrow,REPUBLICAN,2,True,DEMOCRAT
162,paycheck,girl,achievements,relationships,song,friendships,victories,miracle,winners,bonus,homicide,deficiency,killer,funerals,nightmare,rapist,difficulties,crimes,failures,deaths,proposal,site,region,instruction,particle,predecessor,affiliation,referral,pillars,towns,minute,mile,kilometer,teaspoon,cup,megabyte,hertz,thousand,big,wide,DEMOCRAT,2,True,DEMOCRAT
163,paychecks,girls,achievements,relationship,songs,friendships,victories,miracles,winners,bonus,homicides,deficiencies,killers,funeral,nightmare,rapist,difficulties,crime,failure,death,proposals,site,region,instructions,particles,predecessors,affiliations,referrals,pillar,towns,second,mile,centimeter,teaspoon,cup,megabyte,hertz,thousand,big,wide,DEMOCRAT,3,True,DEMOCRAT
164,paychecks,girls,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicides,deficiencies,killer,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,site,region,instruction,particle,predecessor,affiliation,referral,pillars,town,second,mile,kilometer,tablespoon,cup,gigabyte,hertz,thousand,big,narrow,DEMOCRAT,2,True,REPUBLICAN
165,paychecks,girl,achievement,relationship,songs,friendship,victory,miracles,winner,bonuses,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,sites,region,instruction,particles,predecessors,affiliations,referrals,pillars,towns,minute,mile,kilometer,tablespoon,cup,megabyte,hertz,thousand,big,narrow,REPUBLICAN,3,True,DEMOCRAT
166,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposals,site,regions,instructions,particles,predecessors,affiliations,referrals,pillars,town,minute,yard,kilometer,tablespoon,cup,megabyte,gigahertz,thousand,big,wide,REPUBLICAN,2,True,REPUBLICAN
167,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicides,deficiencies,killers,funerals,nightmares,rapist,difficulties,crimes,failures,deaths,proposals,sites,regions,instructions,particles,predecessors,affiliations,referrals,pillars,towns,minute,mile,kilometer,tablespoon,cup,gigabyte,gigahertz,thousand,big,wide,REPUBLICAN,1,True,REPUBLICAN
168,paychecks,girl,achievements,relationships,song,friendships,victories,miracles,winners,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,sites,regions,instructions,particles,predecessors,affiliation,referrals,pillars,towns,minute,mile,centimeter,tablespoon,cup,megabyte,hertz,thousand,big,narrow,DEMOCRAT,3,True,REPUBLICAN
169,paycheck,girl,achievements,relationship,song,friendship,victories,miracle,winner,bonus,homicides,deficiencies,killer,funeral,nightmare,rapists,difficulty,crimes,failures,deaths,proposals,sites,region,instructions,particle,predecessor,affiliations,referral,pillar,towns,second,mile,centimeter,teaspoon,cup,gigabyte,hertz,hundred,big,wide,DEMOCRAT,2,True,DEMOCRAT
170,paychecks,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicides,deficiency,killers,funerals,nightmare,rapists,difficulty,crimes,failures,deaths,proposal,site,region,instructions,particle,predecessor,affiliations,referrals,pillar,towns,minute,mile,kilometer,tablespoon,cup,gigabyte,gigahertz,thousand,big,narrow,DEMOCRAT,1,True,REPUBLICAN
171,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicides,deficiencies,killers,funeral,nightmares,rapists,difficulties,crimes,failure,deaths,proposals,sites,regions,instructions,particles,predecessors,affiliation,referrals,pillars,towns,minute,mile,kilometer,tablespoon,liter,gigabyte,gigahertz,thousand,big,wide,REPUBLICAN,3,True,DEMOCRAT
172,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicide,deficiency,killer,funeral,nightmare,rapists,difficulty,crime,failures,death,proposal,site,region,instruction,particle,predecessor,affiliation,referral,pillar,town,second,yard,centimeter,teaspoon,cup,megabyte,hertz,hundred,small,narrow,REPUBLICAN,1,True,DEMOCRAT
173,paychecks,girl,achievements,relationships,songs,friendships,victory,miracles,winners,bonus,homicide,deficiency,killers,funeral,nightmare,rapists,difficulties,crime,failure,death,proposal,sites,region,instructions,particles,predecessors,affiliation,referrals,pillars,town,minute,yard,kilometer,teaspoon,cup,megabyte,hertz,hundred,small,narrow,REPUBLICAN,1,True,DEMOCRAT
174,paychecks,girls,achievement,relationships,songs,friendship,victories,miracle,winner,bonuses,homicides,deficiencies,killer,funeral,nightmares,rapist,difficulty,crimes,failure,deaths,proposals,site,region,instructions,particles,predecessor,affiliations,referrals,pillar,town,minute,yard,kilometer,teaspoon,cup,gigabyte,gigahertz,hundred,big,narrow,REPUBLICAN,3,True,DEMOCRAT
175,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,sites,regions,instructions,particles,predecessors,affiliations,referrals,pillars,towns,minute,yard,kilometer,tablespoon,liter,megabyte,hertz,thousand,big,wide,REPUBLICAN,2,True,DEMOCRAT
176,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonus,homicide,deficiency,killer,funeral,nightmare,rapist,difficulties,crime,failure,death,proposals,sites,regions,instructions,particle,predecessors,affiliations,-99,pillar,towns,minute,mile,centimeter,tablespoon,liter,megabyte,hertz,hundred,big,wide,DEMOCRAT,2,True,REPUBLICAN
177,paycheck,girls,achievements,relationships,song,friendships,victories,miracles,winners,bonus,homicides,deficiencies,killer,funeral,nightmare,rapists,difficulties,crimes,failure,deaths,proposals,site,regions,instructions,particle,predecessors,affiliations,referrals,pillars,towns,minute,mile,centimeter,teaspoon,liter,megabyte,gigahertz,thousand,small,wide,DEMOCRAT,2,True,REPUBLICAN
178,paycheck,girl,achievements,relationship,-99,friendship,victory,miracles,winner,bonus,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposal,site,region,instructions,particles,predecessor,affiliation,referral,pillar,town,minute,mile,kilometer,teaspoon,liter,megabyte,hertz,thousand,big,wide,DEMOCRAT,3,True,DEMOCRAT
179,paycheck,girl,achievements,relationship,song,friendship,victory,miracle,winner,bonus,homicide,deficiencies,killer,funerals,nightmare,rapist,difficulty,crimes,failure,death,proposal,site,region,instructions,particle,predecessor,affiliation,referral,pillar,town,second,yard,kilometer,teaspoon,cup,gigabyte,hertz,hundred,big,wide,DEMOCRAT,2,True,REPUBLICAN
180,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,sites,regions,instructions,particles,predecessors,affiliations,referrals,pillars,towns,second,mile,kilometer,tablespoon,liter,megabyte,gigahertz,thousand,big,wide,REPUBLICAN,3,True,DEMOCRAT
181,paychecks,girls,achievements,relationships,songs,-99,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposals,sites,regions,instructions,particles,-99,affiliations,referrals,pillars,towns,minute,-99,kilometer,tablespoon,liter,gigabyte,gigahertz,thousand,big,wide,DEMOCRAT,3,True,DEMOCRAT
182,paycheck,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicide,deficiencies,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposals,sites,regions,instructions,particles,predecessors,affiliations,referrals,pillars,towns,minute,mile,kilometer,tablespoon,liter,gigabyte,gigahertz,thousand,big,wide,DEMOCRAT,3,True,DEMOCRAT
183,paycheck,girls,achievement,relationship,song,friendships,victory,miracles,winner,bonuses,homicide,deficiency,killers,funeral,nightmare,rapists,difficulties,crime,failures,deaths,proposal,site,regions,instruction,particle,predecessor,affiliations,referrals,pillars,towns,second,mile,centimeter,tablespoon,cup,gigabyte,hertz,hundred,small,narrow,REPUBLICAN,2,True,DEMOCRAT
184,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonuses,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,site,region,instructions,particles,predecessor,affiliation,referral,pillars,town,second,yard,kilometer,teaspoon,liter,megabyte,gigahertz,hundred,small,narrow,REPUBLICAN,3,True,DEMOCRAT
185,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonuses,homicides,deficiencies,killers,funerals,nightmares,rapist,difficulties,crimes,failures,deaths,proposal,site,region,instruction,particle,predecessor,affiliations,referral,pillar,town,second,yard,kilometer,teaspoon,cup,megabyte,hertz,hundred,small,narrow,REPUBLICAN,1,True,DEMOCRAT
186,paycheck,girl,achievements,relationships,songs,friendships,victories,miracle,winner,bonus,homicide,deficiency,killer,funeral,nightmare,rapist,difficulties,crime,failure,death,proposals,sites,regions,instruction,particles,predecessor,affiliations,referrals,pillars,towns,minute,mile,centimeter,teaspoon,cup,gigabyte,gigahertz,hundred,small,wide,DEMOCRAT,2,True,DEMOCRAT
187,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposal,site,region,instruction,particle,predecessor,affiliation,referral,pillar,town,second,yard,centimeter,tablespoon,cup,megabyte,hertz,hundred,small,narrow,REPUBLICAN,1,True,DEMOCRAT
188,paychecks,girl,achievements,relationship,songs,friendships,victory,miracles,winners,bonuses,homicide,deficiency,killers,funerals,nightmares,rapists,difficulties,crimes,failure,deaths,proposal,sites,region,instructions,particles,predecessors,affiliation,referrals,pillars,towns,minute,mile,kilometer,tablespoon,cup,gigabyte,hertz,thousand,big,narrow,REPUBLICAN,2,True,DEMOCRAT
189,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicide,deficiency,killer,funeral,nightmare,rapists,difficulties,crime,failure,death,proposal,site,region,instructions,particle,predecessor,affiliation,referral,pillar,town,second,mile,centimeter,tablespoon,liter,megabyte,hertz,thousand,big,wide,REPUBLICAN,1,True,REPUBLICAN
190,paychecks,girls,achievement,relationships,song,friendships,victories,miracle,winner,bonus,homicides,deficiencies,killers,funeral,nightmares,rapists,difficulties,crimes,failure,death,proposals,site,region,instruction,particle,predecessors,affiliations,referral,pillars,town,second,yard,kilometer,tablespoon,cup,megabyte,hertz,thousand,small,narrow,DEMOCRAT,3,True,REPUBLICAN
191,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicide,deficiency,killer,funeral,nightmare,rapists,difficulty,crime,failure,death,proposal,site,region,instructions,particle,predecessor,affiliation,referral,pillar,town,minute,mile,kilometer,teaspoon,liter,megabyte,hertz,thousand,big,wide,REPUBLICAN,3,True,DEMOCRAT
192,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposal,sites,regions,instructions,particles,predecessors,affiliation,referrals,pillar,towns,minute,yard,centimeter,teaspoon,cup,megabyte,gigahertz,hundred,small,narrow,REPUBLICAN,3,True,DEMOCRAT
193,paycheck,girls,achievements,relationships,song,friendship,victories,miracles,winners,bonuses,homicides,deficiencies,killer,funerals,nightmare,rapists,difficulties,crimes,failures,deaths,proposal,sites,regions,instructions,particle,predecessors,affiliations,referral,pillars,town,second,mile,centimeter,tablespoon,cup,gigabyte,gigahertz,thousand,big,narrow,REPUBLICAN,3,True,DEMOCRAT
194,paycheck,girls,achievements,relationships,songs,friendships,victories,miracle,winners,bonuses,homicides,deficiency,killer,funeral,nightmare,rapist,difficulties,crimes,failures,deaths,proposals,site,regions,instructions,particles,predecessor,affiliations,referrals,pillar,towns,minute,mile,kilometer,tablespoon,cup,megabyte,gigahertz,hundred,small,narrow,DEMOCRAT,1,True,DEMOCRAT
195,paycheck,girl,achievements,relationship,songs,friendship,victory,miracles,winners,bonuses,homicides,deficiency,killer,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,site,regions,instructions,particle,predecessor,affiliations,referrals,pillar,town,minute,mile,kilometer,teaspoon,liter,gigabyte,gigahertz,thousand,small,wide,DEMOCRAT,1,True,REPUBLICAN
196,paychecks,girls,achievement,relationships,songs,friendships,victory,miracle,winners,bonuses,homicides,deficiencies,killers,funeral,nightmare,rapists,difficulties,crime,failures,death,proposal,sites,region,instruction,particles,predecessor,affiliation,referral,pillars,towns,second,mile,centimeter,teaspoon,cup,gigabyte,gigahertz,thousand,big,wide,DEMOCRAT,2,True,REPUBLICAN
197,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,sites,regions,instructions,particles,predecessors,affiliations,referrals,pillars,towns,minute,yard,kilometer,tablespoon,liter,megabyte,gigahertz,thousand,big,wide,DEMOCRAT,2,True,REPUBLICAN
198,paycheck,girls,achievements,relationships,song,friendships,victories,miracle,winner,bonus,homicides,deficiencies,killer,funeral,nightmare,rapists,difficulty,crime,failures,deaths,proposals,site,region,instruction,-99,predecessor,affiliation,referrals,pillars,town,second,yard,kilometer,teaspoon,liter,megabyte,hertz,thousand,big,narrow,REPUBLICAN,2,False,DEMOCRAT
199,paychecks,girl,achievements,relationships,songs,friendships,victory,miracles,winner,bonus,homicides,deficiency,killer,funeral,nightmares,rapist,difficulty,crimes,failures,death,proposal,sites,region,instructions,particle,predecessors,affiliation,referrals,pillar,town,minute,yard,centimeter,teaspoon,cup,gigabyte,gigahertz,hundred,small,narrow,REPUBLICAN,2,False,DEMOCRAT
200,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,-99,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,sites,regions,instructions,particles,predecessors,affiliations,referrals,-99,towns,minute,mile,centimeter,tablespoon,liter,megabyte,gigahertz,thousand,big,wide,REPUBLICAN,1,True,REPUBLICAN
201,paychecks,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicide,deficiencies,killer,funerals,nightmare,rapist,difficulties,crime,failures,deaths,proposals,sites,regions,instruction,particles,predecessors,affiliations,referrals,pillar,towns,second,yard,kilometer,tablespoon,liter,megabyte,hertz,hundred,big,wide,REPUBLICAN,3,True,DEMOCRAT
202,-99,girls,achievements,relationship,songs,friendships,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposals,sites,regions,instructions,particles,predecessors,affiliations,referrals,pillars,towns,minute,mile,kilometer,tablespoon,liter,gigabyte,gigahertz,thousand,big,wide,DEMOCRAT,1,True,DEMOCRAT
203,paycheck,girls,achievement,relationships,songs,friendships,victories,miracles,winners,bonus,homicide,deficiencies,killer,funerals,nightmare,rapist,difficulties,crime,failures,deaths,proposals,sites,regions,instructions,particle,predecessors,affiliations,referrals,pillars,towns,minute,mile,kilometer,tablespoon,cup,gigabyte,gigahertz,thousand,big,wide,REPUBLICAN,2,True,DEMOCRAT
204,paycheck,girls,achievement,relationship,songs,friendship,victory,miracle,winner,bonus,homicides,deficiencies,killers,funerals,nightmare,rapists,difficulties,crimes,failures,deaths,proposals,site,region,instructions,particles,predecessors,affiliations,referral,pillars,towns,second,mile,centimeter,teaspoon,cup,gigabyte,hertz,hundred,small,wide,DEMOCRAT,2,True,REPUBLICAN
205,paycheck,girls,achievement,relationships,song,friendships,victory,miracles,winner,bonus,homicide,deficiencies,killers,funerals,nightmares,rapists,difficulty,crimes,failures,deaths,proposal,sites,region,instruction,particles,predecessors,affiliation,referrals,pillar,town,minute,mile,centimeter,teaspoon,cup,megabyte,hertz,hundred,small,narrow,DEMOCRAT,1,True,REPUBLICAN
206,paycheck,girls,achievement,relationship,song,friendship,-99,miracle,winner,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposal,site,regions,instruction,particle,predecessors,affiliation,referral,pillar,towns,minute,mile,kilometer,teaspoon,cup,gigabyte,hertz,thousand,small,narrow,REPUBLICAN,3,False,DEMOCRAT
207,paychecks,girl,achievements,relationship,songs,friendships,victories,miracle,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposals,sites,regions,instruction,particles,predecessor,affiliation,referral,pillar,towns,minute,mile,centimeter,tablespoon,cup,gigabyte,gigahertz,thousand,small,wide,DEMOCRAT,2,True,DEMOCRAT
208,paycheck,girls,achievements,relationships,songs,friendships,victories,miracle,winners,bonus,homicides,deficiencies,killers,funeral,nightmare,rapist,difficulties,crime,failure,deaths,proposal,site,regions,instructions,particles,predecessors,affiliations,referrals,pillars,towns,minute,mile,kilometer,tablespoon,cup,megabyte,gigahertz,thousand,big,wide,DEMOCRAT,2,True,DEMOCRAT
209,paychecks,girls,achievements,relationships,songs,friendships,victories,miracle,winners,bonus,homicides,deficiencies,killers,funerals,nightmares,rapist,difficulties,crimes,failures,deaths,proposals,sites,regions,instructions,particles,predecessors,affiliations,referrals,pillars,towns,minute,mile,centimeter,tablespoon,cup,gigabyte,gigahertz,thousand,big,wide,DEMOCRAT,2,True,DEMOCRAT
210,paychecks,girls,achievements,relationships,-99,friendships,victories,miracles,winners,bonuses,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,sites,regions,instructions,particles,predecessors,affiliations,referrals,pillars,towns,minute,mile,kilometer,teaspoon,cup,gigabyte,gigahertz,thousand,big,wide,REPUBLICAN,3,True,DEMOCRAT
211,paychecks,girls,achievements,relationships,songs,friendship,victories,miracle,winners,bonus,homicides,deficiency,killers,funeral,nightmare,rapists,difficulties,crimes,failure,deaths,proposal,sites,regions,instruction,particle,predecessor,affiliations,referrals,pillars,towns,minute,mile,centimeter,tablespoon,liter,gigabyte,gigahertz,thousand,big,narrow,REPUBLICAN,3,True,DEMOCRAT
212,paycheck,girl,achievement,relationships,songs,friendships,victories,miracles,winners,bonuses,homicides,deficiency,killers,funerals,nightmares,rapist,difficulty,crime,failures,deaths,proposals,site,regions,instructions,particle,predecessor,affiliations,referral,pillars,town,minute,yard,centimeter,tablespoon,liter,gigabyte,gigahertz,thousand,small,narrow,DEMOCRAT,1,True,REPUBLICAN
213,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposal,site,regions,instruction,particle,predecessor,affiliations,referrals,pillar,town,minute,yard,kilometer,teaspoon,liter,gigabyte,hertz,hundred,small,wide,REPUBLICAN,2,True,DEMOCRAT
214,paychecks,girl,achievements,relationship,song,friendship,victories,miracles,winners,bonuses,homicides,deficiencies,killers,funerals,nightmares,rapist,difficulties,crimes,failures,death,proposals,sites,regions,instructions,particles,predecessors,affiliations,referral,pillars,towns,minute,mile,kilometer,teaspoon,liter,megabyte,gigahertz,thousand,big,narrow,REPUBLICAN,2,True,DEMOCRAT
215,paychecks,girls,achievements,relationships,songs,friendships,victories,miracle,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulties,crimes,failures,deaths,proposal,sites,region,instructions,particles,predecessors,affiliations,referrals,pillars,towns,second,mile,kilometer,tablespoon,liter,gigabyte,gigahertz,thousand,big,wide,DEMOCRAT,1,True,DEMOCRAT
216,paycheck,girls,achievement,relationship,songs,friendships,victory,miracle,winners,bonuses,homicides,deficiency,killers,funerals,nightmare,rapists,difficulties,crimes,failures,deaths,proposals,site,regions,instructions,particles,predecessor,affiliations,referrals,pillars,towns,minute,yard,kilometer,tablespoon,cup,gigabyte,gigahertz,thousand,small,wide,REPUBLICAN,2,True,DEMOCRAT
217,paychecks,girls,achievements,relationships,songs,friendships,victory,miracle,winner,bonuses,homicide,deficiency,killers,funerals,nightmares,rapist,difficulties,crime,failure,deaths,proposals,sites,regions,instructions,particle,predecessors,affiliations,referrals,pillars,towns,second,mile,kilometer,tablespoon,cup,megabyte,gigahertz,thousand,big,wide,DEMOCRAT,2,True,DEMOCRAT
218,paychecks,girls,achievements,relationship,songs,friendships,victories,miracles,winner,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposals,sites,regions,instructions,particle,predecessors,affiliation,referrals,pillar,towns,minute,-99,centimeter,tablespoon,cup,megabyte,gigahertz,thousand,big,wide,REPUBLICAN,1,True,REPUBLICAN
219,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposal,site,region,instruction,particle,predecessor,affiliation,referral,pillar,town,second,yard,kilometer,teaspoon,cup,gigabyte,gigahertz,hundred,small,narrow,REPUBLICAN,2,True,DEMOCRAT
220,paychecks,girl,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicides,deficiencies,-99,funerals,nightmares,rapists,difficulties,crimes,failure,deaths,proposals,sites,regions,instructions,particles,predecessors,affiliations,referrals,pillars,towns,minute,mile,kilometer,tablespoon,cup,megabyte,gigahertz,thousand,big,wide,REPUBLICAN,1,True,DEMOCRAT
221,paychecks,girls,achievements,relationships,songs,friendships,victories,miracle,winner,bonuses,homicides,deficiencies,killer,funeral,nightmares,rapists,difficulties,crimes,failures,deaths,proposal,site,regions,instructions,particle,predecessors,affiliations,referrals,pillars,town,minute,yard,-99,teaspoon,cup,megabyte,gigahertz,thousand,small,narrow,REPUBLICAN,1,False,DEMOCRAT
222,paycheck,girls,achievement,relationships,songs,friendships,victories,miracle,winners,bonus,homicide,deficiencies,killer,funerals,nightmare,rapist,difficulties,crime,failures,deaths,proposal,site,regions,instructions,particles,predecessor,affiliation,referrals,pillars,town,minute,mile,kilometer,tablespoon,liter,gigabyte,gigahertz,hundred,big,wide,REPUBLICAN,2,True,REPUBLICAN
