index,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,age,gender,party,party_identity,political_leanings,political_engagement,C-Span,education,voted,political_bubble
103,3,1,1,1,1,3.0,4,2,3,4,3,1,3,2,1,2,3,2,2,2.0,3,1,3,1.0,3,3,1,2,1,1,2.0,3,3,1,2,2,1,2,2,3.0,3,2.0,3,3,2,3,4,1,3,4.0,4,4,4,3,3,2,3,3.0,2,2.0,4,2,2.0,4,2,2,3,3,3,2,3,3,2,4,3,3,3.0,4.0,3,2,3,2.0,1.0,3,3,3,3,2,3,2,2,2.0,2.0,3,3.0,2,3,2,23,M,Independent,2.0,-1.0,1,False,1,0.0,25.0
104,4,2,5,1,1,3.0,4,1,3,4,1,2,4,1,2,1,3,1,3,1.0,4,1,3,2.0,4,2,3,2,1,2,5.0,3,2,1,2,2,4,2,3,3.0,1,3.0,4,1,2,4,1,4,3,1.0,3,4,1,2,3,3,3,3.0,3,3.0,3,2,3.0,3,2,2,4,4,3,3,3,2,3,3,3,2,3.0,4.0,4,2,3,2.0,1.0,4,3,3,2,2,4,1,1,4.0,2.0,3,4.0,3,2,4,38,M,Democrat,2.0,-2.0,0,False,0,1.0,85.0
105,3,1,5,1,1,4.0,3,1,4,4,2,1,3,2,4,1,4,0,2,2.0,3,1,2,2.0,5,2,1,3,1,2,4.0,3,3,3,3,0,2,3,3,3.0,3,3.0,4,3,2,3,5,4,4,2.0,5,4,5,1,3,2,4,2.0,3,1.0,3,4,1.0,5,2,2,4,4,2,2,2,2,4,2,3,2,2.0,5.0,4,1,2,3.0,3.0,4,2,3,3,3,4,3,2,3.0,2.0,3,4.0,2,2,4,36,F,Independent,-1.0,0.0,-2,False,3,0.0,25.0
106,3,1,1,1,4,4.0,3,1,4,1,5,1,4,4,1,3,4,1,1,1.0,4,3,1,2.0,4,5,2,1,1,3,2.0,5,4,1,1,1,2,4,2,4.0,5,3.0,4,5,2,4,4,1,3,5.0,4,3,4,4,3,3,4,3.0,2,3.0,1,2,2.0,5,2,2,3,4,2,3,4,4,1,4,3,3,2.0,4.0,2,2,2,4.0,1.0,3,3,4,4,1,3,2,4,4.0,2.0,2,1.0,3,2,1,33,F,Independent,-1.0,-1.0,2,False,4,1.0,75.0
107,4,4,5,2,2,2.0,2,2,2,4,2,1,2,2,2,2,3,1,4,3.0,3,2,2,5.0,3,4,2,5,1,4,5.0,2,4,3,2,1,1,3,4,5.0,1,2.0,5,1,3,4,1,4,2,3.0,1,4,4,3,2,4,4,2.0,5,4.0,4,4,3.0,3,1,1,4,1,3,3,1,4,4,5,4,4,3.0,3.0,4,3,5,5.0,2.0,3,3,4,2,4,0,4,2,4.0,2.0,3,2.0,3,4,2,30,M,Democrat,0.0,0.0,0,True,3,1.0,65.0
108,5,0,5,0,0,0.0,5,0,5,0,5,0,5,0,0,0,3,0,0,0.0,5,5,0,0.0,5,0,0,0,0,0,5.0,5,5,0,0,5,0,5,5,5.0,5,5.0,0,0,5,5,5,5,5,5.0,5,0,5,0,0,0,5,0.0,5,5.0,5,0,0.0,5,5,0,5,5,0,5,0,5,5,5,5,0,5.0,0.0,5,0,0,5.0,0.0,0,5,5,5,5,5,3,5,5.0,5.0,0,5.0,5,0,3,39,M,Republican,-2.0,1.0,-1,False,1,1.0,50.0
109,2,1,1,1,2,3.0,3,2,4,3,3,2,2,1,4,1,3,1,1,2.0,3,1,2,2.0,2,1,1,1,2,2,1.0,3,3,1,4,2,1,3,1,3.0,4,2.0,1,4,3,1,4,2,3,3.0,4,2,3,3,2,1,3,3.0,1,2.0,4,3,1.0,2,2,2,3,3,3,2,1,1,3,2,3,3,4.0,3.0,3,1,2,1.0,2.0,4,3,3,3,1,2,2,2,1.0,1.0,2,2.0,1,2,1,41,F,Democrat,1.0,-1.0,1,False,3,1.0,80.0
110,1,0,1,0,2,1.0,5,1,4,5,4,2,3,1,4,1,5,1,1,1.0,5,1,1,2.0,1,5,3,1,0,4,1.0,4,1,2,1,1,4,5,2,4.0,5,5.0,2,5,2,3,5,0,4,1.0,4,5,5,3,3,1,4,3.0,3,2.0,3,3,0.0,5,1,2,1,4,2,1,2,1,4,4,2,4,4.0,5.0,2,1,1,1.0,4.0,3,2,4,4,2,3,3,2,1.0,1.0,2,3.0,2,3,2,39,F,Democrat,3.0,-2.0,2,False,3,1.0,70.0
111,4,0,0,2,4,4.0,4,2,5,1,4,4,4,2,1,3,5,4,4,3.0,4,1,4,2.0,2,4,1,2,1,2,4.0,5,1,1,1,2,4,1,3,2.0,1,4.0,5,2,2,5,5,1,2,4.0,5,4,5,5,4,4,4,3.0,4,2.0,4,2,3.0,1,4,4,1,5,3,4,2,5,2,4,3,1,5.0,5.0,1,1,4,4.0,2.0,1,3,3,4,5,5,2,2,3.0,4.0,2,2.0,4,4,4,32,F,Republican,0.0,1.0,1,False,3,1.0,75.0
112,3,4,3,3,2,4.0,5,3,4,4,2,1,3,3,2,2,4,1,3,3.0,4,3,4,3.0,4,4,1,3,0,4,3.0,3,3,2,3,3,2,1,4,4.0,4,3.0,4,3,3,4,4,4,3,2.0,3,3,4,4,2,3,4,2.0,3,3.0,4,3,3.0,4,3,4,3,5,3,1,2,2,4,3,4,2,3.0,3.0,3,3,3,2.0,3.0,3,2,5,3,3,3,2,2,1.0,3.0,3,3.0,3,4,4,33,M,Democrat,0.0,-2.0,1,False,3,1.0,99.0
113,4,1,0,3,4,3.0,3,1,5,0,4,4,2,1,1,1,4,1,2,1.0,4,4,1,1.0,2,3,1,2,0,2,0.0,4,5,3,4,1,4,5,4,1.0,5,1.0,4,5,2,4,1,4,2,2.0,4,1,4,2,1,1,4,,4,2.0,3,1,4.0,1,1,4,4,4,1,4,3,0,4,4,1,1,1.0,0.0,2,1,3,1.0,2.0,1,1,0,4,2,4,3,0,0.0,1.0,1,4.0,1,3,4,41,F,Republican,1.0,2.0,-2,False,1,0.0,75.0
114,3,1,2,2,2,4.0,4,2,3,4,2,2,2,2,2,2,3,1,3,2.0,3,2,3,3.0,3,2,1,2,1,2,2.0,3,3,2,2,1,2,4,2,2.0,3,3.0,3,2,2,2,4,2,2,4.0,4,2,3,3,3,2,3,2.0,3,3.0,3,2,2.0,4,3,2,3,3,2,2,3,3,2,3,2,3,3.0,2.0,3,2,2,2.0,2.0,3,2,3,2,2,2,3,3,2.0,2.0,3,3.0,3,2,2,29,F,Democrat,1.0,-2.0,1,False,1,1.0,95.0
115,4,1,0,2,2,4.0,5,3,4,1,5,2,3,3,1,3,3,4,4,2.0,5,3,4,2.0,5,5,2,1,0,4,5.0,4,3,1,4,2,2,1,4,3.0,5,3.0,3,4,2,1,5,2,3,5.0,4,5,4,2,3,3,4,3.0,3,4.0,2,3,3.0,5,4,3,2,4,4,3,3,1,1,4,3,2,1.0,1.0,2,4,4,3.0,1.0,3,3,4,4,4,2,1,1,3.0,2.0,1,2.0,3,2,4,38,M,Republican,-1.0,1.0,-1,False,1,1.0,70.0
116,3,1,2,2,2,2.0,3,2,2,3,1,2,2,2,3,2,2,2,1,2.0,3,2,2,2.0,2,3,2,2,1,2,2.0,3,3,2,2,2,1,2,2,2.0,3,2.0,3,1,2,2,3,2,3,2.0,2,3,2,3,2,2,2,3.0,3,3.0,2,3,2.0,3,3,2,3,2,3,2,2,2,3,3,3,3,3.0,4.0,3,2,2,3.0,3.0,3,2,3,3,2,3,2,2,2.0,2.0,3,3.0,3,2,3,32,F,Democrat,2.0,-1.0,1,True,2,1.0,70.0
117,1,0,0,0,4,4.0,4,0,4,5,5,1,0,4,1,4,1,0,5,1.0,4,5,5,2.0,5,0,1,3,4,4,0.0,5,4,0,1,4,2,5,5,5.0,5,1.0,3,5,3,1,5,4,2,1.0,0,0,0,1,4,2,5,2.0,0,3.0,1,3,4.0,5,3,1,5,4,2,4,2,1,1,4,1,5,0.0,0.0,5,3,5,0.0,2.0,1,1,0,5,1,5,1,0,0.0,1.0,2,4.0,4,2,4,30,F,Democrat,0.0,0.0,-1,True,3,0.0,
118,3,1,5,1,2,4.0,4,1,4,2,1,2,2,1,2,2,4,1,1,1.0,3,2,4,3.0,4,1,1,1,1,1,5.0,3,3,2,1,1,2,4,2,2.0,3,1.0,4,0,2,4,1,2,3,1.0,4,2,3,3,4,3,2,3.0,3,1.0,4,3,1.0,4,2,2,4,4,3,1,4,2,3,1,2,3,4.0,4.0,4,2,3,3.0,4.0,4,1,4,4,1,4,2,2,2.0,1.0,1,5.0,1,1,4,31,M,Democrat,0.0,-2.0,0,True,3,1.0,80.0
119,4,1,1,1,0,0.0,4,0,5,0,3,0,4,4,0,0,4,1,4,5.0,2,4,3,3.0,4,3,4,2,0,3,0.0,5,1,0,1,0,0,1,1,5.0,0,2.0,3,0,3,3,5,5,4,1.0,5,4,5,3,2,3,5,3.0,4,2.0,1,2,4.0,5,2,4,1,5,3,4,4,5,4,4,3,4,4.0,4.0,4,1,1,4.0,0.0,1,3,0,1,3,1,1,0,4.0,3.0,1,4.0,1,0,4,33,M,Republican,1.0,1.0,0,False,3,1.0,10.0
120,3,1,1,2,3,3.0,3,2,4,2,3,2,3,3,2,2,3,1,2,2.0,3,2,2,2.0,3,2,2,2,1,1,1.0,4,3,1,3,2,3,2,3,3.0,4,3.0,3,4,3,2,4,3,3,2.0,3,2,4,3,3,2,3,3.0,3,,1,3,2.0,3,2,3,2,4,2,3,2,4,3,3,3,3,1.0,4.0,3,2,3,3.0,4.0,2,3,3,2,2,3,1,2,3.0,2.0,2,4.0,3,2,3,38,M,Democrat,0.0,-1.0,-1,False,3,1.0,60.0
121,4,1,1,3,1,4.0,1,3,4,5,0,0,2,1,4,2,1,3,1,1.0,1,2,1,2.0,4,4,1,1,1,1,1.0,4,4,0,1,1,4,5,0,1.0,5,1.0,4,4,2,3,5,1,1,2.0,4,4,4,1,4,3,4,1.0,1,4.0,1,1,5.0,2,3,3,1,4,1,3,4,1,4,5,3,2,4.0,4.0,4,2,4,4.0,2.0,2,3,3,3,3,3,4,1,1.0,2.0,2,3.0,2,1,3,33,M,Republican,-1.0,1.0,-1,False,3,1.0,25.0
122,4,1,0,1,1,2.0,1,1,2,1,3,0,3,1,3,1,3,0,1,1.0,5,0,1,0.0,1,0,1,0,0,1,2.0,3,3,0,2,0,0,4,2,4.0,5,3.0,3,2,2,1,5,1,4,2.0,3,4,4,2,3,2,3,0.0,2,2.0,4,2,0.0,1,2,2,1,3,3,3,2,2,1,5,3,3,3.0,2.0,5,2,1,1.0,2.0,4,3,1,2,2,5,4,3,1.0,2.0,4,4.0,3,3,1,25,F,Democrat,1.0,-2.0,2,False,3,1.0,90.0
123,4,0,5,1,1,4.0,5,1,5,5,0,0,5,2,4,0,5,0,4,2.0,5,2,3,1.0,3,2,0,1,0,1,5.0,5,4,0,1,1,0,5,4,5.0,0,5.0,5,0,3,5,5,1,4,4.0,5,0,5,1,4,3,4,3.0,0,4.0,3,3,0.0,4,4,1,4,4,4,0,2,0,1,4,4,3,3.0,1.0,3,4,5,4.0,4.0,3,4,3,0,3,0,1,1,5.0,2.0,1,4.0,1,1,3,41,M,Republican,-1.0,1.0,-3,False,3,1.0,20.0
124,2,2,2,2,1,2.0,2,2,3,4,3,1,2,2,2,2,3,2,2,2.0,2,2,2,2.0,2,3,2,2,1,1,2.0,3,2,2,3,2,3,2,1,3.0,4,2.0,3,3,2,3,4,2,2,3.0,3,3,3,3,3,2,3,2.0,2,2.0,3,2,1.0,3,2,2,3,3,2,2,2,2,3,3,3,2,2.0,3.0,3,2,3,2.0,2.0,3,2,2,3,2,3,2,2,3.0,2.0,3,3.0,2,3,2,38,F,Democrat,2.0,-2.0,1,False,4,1.0,50.0
125,3,0,3,1,1,2.0,0,1,2,3,1,0,1,2,1,1,4,1,1,1.0,1,1,0,1.0,4,2,0,0,0,1,1.0,3,3,0,3,1,1,2,0,5.0,3,1.0,3,4,2,3,5,1,2,0.0,4,2,0,2,1,4,4,1.0,1,2.0,2,2,1.0,4,0,1,2,4,2,2,2,3,4,3,1,1,4.0,5.0,3,2,4,0.0,2.0,3,3,4,5,3,1,4,1,,1.0,3,4.0,2,1,5,28,F,Democrat,2.0,-2.0,1,False,1,1.0,100.0
126,2,1,2,2,1,2.0,3,1,4,3,2,1,2,2,4,3,4,1,3,1.0,3,1,3,1.0,1,4,2,1,2,1,1.0,4,2,1,1,1,2,4,2,3.0,5,3.0,3,3,2,4,4,3,3,4.0,3,4,4,3,3,2,3,3.0,3,2.0,3,2,1.0,3,2,3,3,4,2,1,2,3,1,4,3,3,4.0,4.0,3,2,2,2.0,1.0,3,2,4,3,1,3,1,3,2.0,3.0,3,4.0,3,3,1,27,M,Democrat,0.0,-2.0,3,True,2,1.0,70.0
127,2,1,1,3,3,3.0,5,1,4,4,4,1,2,2,1,4,4,1,3,2.0,5,1,2,1.0,4,4,1,1,1,4,3.0,4,4,2,1,1,1,4,2,2.0,5,4.0,3,5,2,5,5,4,3,4.0,4,4,4,3,3,2,5,2.0,4,2.0,3,3,2.0,4,2,2,4,5,2,2,1,3,4,2,3,2,5.0,5.0,1,2,4,1.0,2.0,2,1,4,2,2,2,4,2,1.0,3.0,4,5.0,4,2,1,38,M,Democrat,3.0,-1.0,2,False,5,1.0,40.0
128,2,2,1,3,3,3.0,3,3,3,0,3,2,3,2,2,3,3,3,3,2.0,2,4,3,2.0,4,1,3,3,1,2,2.0,4,3,2,2,3,3,4,3,3.0,3,3.0,3,3,2,2,2,3,3,2.0,3,2,3,3,3,2,4,3.0,3,2.0,1,3,4.0,2,3,3,3,3,3,2,3,3,3,3,3,3,2.0,3.0,1,2,3,3.0,0.0,1,3,1,1,3,2,2,2,2.0,2.0,2,1.0,3,3,1,32,M,Republican,0.0,1.0,-2,False,0,1.0,50.0
129,5,2,2,0,1,3.0,1,0,0,5,2,1,4,1,5,1,4,1,4,1.0,1,0,2,1.0,0,1,0,0,0,5,2.0,1,3,0,1,0,4,4,4,3.0,1,1.0,5,2,3,5,5,5,1,0.0,5,1,0,1,3,5,5,1.0,5,3.0,4,1,4.0,0,5,3,5,5,2,1,3,0,5,5,3,0,1.0,4.0,5,1,1,4.0,1.0,1,0,4,5,5,4,0,5,2.0,0.0,1,0.0,0,0,0,58,F,Democrat,0.0,-1.0,0,False,1,1.0,60.0
130,4,1,1,1,2,4.0,4,3,3,2,2,2,3,1,1,1,4,2,4,2.0,4,1,2,2.0,5,4,2,1,0,2,0.0,4,3,2,2,2,1,2,4,4.0,4,1.0,4,4,3,1,5,4,3,3.0,4,1,4,5,3,3,5,3.0,3,2.0,4,3,1.0,4,2,3,4,5,2,1,4,1,4,3,3,2,4.0,3.0,1,4,4,3.0,1.0,1,4,1,1,4,4,1,3,3.0,3.0,2,1.0,4,3,1,53,M,Republican,2.0,2.0,1,True,3,1.0,75.0
131,2,1,2,1,2,4.0,4,1,4,3,1,1,4,1,1,1,3,1,3,2.0,4,1,4,1.0,4,4,2,1,1,4,4.0,4,4,1,4,1,0,1,1,3.0,3,3.0,3,1,1,4,4,1,4,2.0,4,4,4,4,3,4,4,4.0,4,2.0,4,3,1.0,4,4,4,4,4,3,2,1,4,3,3,3,3,4.0,3.0,4,1,2,4.0,3.0,4,4,4,4,3,3,1,1,1.0,1.0,2,4.0,4,4,3,34,F,Democrat,-3.0,-1.0,-1,False,1,0.0,5.0
132,1,1,5,0,4,1.0,5,3,5,0,4,5,5,1,1,4,5,1,3,3.0,1,2,4,4.0,2,5,0,3,0,4,5.0,5,4,0,5,4,1,4,4,5.0,0,5.0,4,0,4,0,5,4,1,3.0,5,1,5,4,1,4,5,3.0,0,3.0,5,2,5.0,4,3,4,3,5,4,2,4,1,0,5,4,2,0.0,1.0,1,4,4,1.0,0.0,3,4,1,0,4,4,3,1,2.0,4.0,3,0.0,4,1,0,26,M,Republican,2.0,1.0,1,False,1,1.0,70.0
133,3,1,5,3,1,1.0,5,4,5,0,5,5,4,3,4,4,5,3,4,2.0,4,3,3,1.0,3,4,1,2,1,2,5.0,5,4,0,3,1,1,4,1,5.0,0,1.0,5,0,2,0,5,3,2,4.0,5,1,5,4,4,3,5,2.0,0,4.0,5,1,4.0,4,1,4,3,5,2,0,4,2,0,5,4,3,0.0,1.0,1,4,4,1.0,1.0,1,4,0,0,4,4,3,1,1.0,3.0,3,1.0,4,3,1,26,F,Republican,1.0,1.0,1,False,1,1.0,60.0
134,2,1,2,0,1,5.0,5,1,5,0,5,0,4,1,0,1,5,3,4,0.0,4,1,5,0.0,5,1,4,2,0,1,0.0,5,5,0,1,3,4,4,1,3.0,5,1.0,5,5,2,0,5,2,2,5.0,5,4,5,1,4,3,5,4.0,5,3.0,4,3,1.0,5,3,1,5,4,2,1,1,1,4,4,4,1,5.0,0.0,0,4,4,1.0,2.0,1,2,1,1,1,4,1,0,4.0,4.0,1,0.0,4,4,1,40,M,Other party (please specify),1.0,1.0,1,False,4,1.0,40.0
135,2,1,3,1,1,3.0,5,1,4,4,3,3,3,3,4,4,3,1,3,1.0,5,2,3,1.0,1,5,2,1,1,1,1.0,3,3,0,2,1,4,5,1,2.0,5,4.0,2,5,3,4,5,2,3,2.0,3,5,4,5,2,1,3,3.0,3,2.0,5,3,2.0,4,2,2,4,3,3,3,1,2,3,4,2,2,5.0,5.0,3,1,3,1.0,3.0,3,3,4,4,1,3,2,3,1.0,2.0,4,3.0,3,2,0,36,M,Independent,0.0,0.0,3,True,3,1.0,75.0
136,4,1,5,0,1,5.0,5,0,2,1,0,0,5,0,1,2,0,0,5,0.0,4,0,1,1.0,5,5,0,2,0,2,5.0,2,4,4,1,0,2,5,2,1.0,0,2.0,5,0,4,5,5,1,2,0.0,5,4,0,5,2,2,4,3.0,4,3.0,5,4,1.0,2,3,0,5,5,2,4,4,5,4,1,1,5,5.0,5.0,5,0,2,4.0,3.0,5,2,5,5,1,5,5,5,5.0,1.0,5,5.0,3,1,5,41,F,Democrat,3.0,-2.0,2,False,2,1.0,99.0
137,3,2,4,2,2,3.0,3,2,3,4,3,2,4,3,4,2,3,1,3,2.0,3,2,4,2.0,3,3,2,2,2,2,5.0,3,3,2,3,1,3,4,3,4.0,2,3.0,3,2,2,3,5,2,4,3.0,3,3,4,2,2,2,4,2.0,3,2.0,3,2,2.0,4,3,2,3,4,3,2,2,3,3,3,3,2,3.0,4.0,4,2,3,3.0,2.0,2,2,3,4,2,2,4,3,3.0,3.0,2,4.0,2,2,3,23,M,Democrat,0.0,-2.0,1,False,1,1.0,75.0
138,2,1,1,3,2,3.0,5,1,2,2,0,1,2,1,1,2,2,1,2,1.0,4,1,3,2.0,3,2,0,2,2,1,1.0,1,3,1,1,1,2,2,3,3.0,5,3.0,3,3,2,3,3,4,2,1.0,1,4,0,3,4,2,4,4.0,2,4.0,3,4,2.0,3,3,1,3,1,4,2,3,2,0,3,2,4,3.0,4.0,3,1,1,3.0,3.0,4,3,4,4,3,4,2,4,4.0,4.0,4,4.0,4,1,4,28,F,Democrat,1.0,-1.0,0,False,2,1.0,85.0
139,2,1,1,1,0,1.0,4,0,2,1,1,0,1,0,4,1,5,0,0,0.0,5,0,1,1.0,0,5,3,1,0,1,4.0,2,1,0,2,0,4,1,0,2.0,5,1.0,4,2,1,1,5,3,3,4.0,4,5,4,4,1,4,4,2.0,0,4.0,4,2,1.0,0,2,0,4,4,1,1,1,0,0,3,1,1,5.0,4.0,4,2,1,1.0,2.0,2,2,3,2,1,2,1,5,1.0,2.0,4,4.0,3,2,2,28,F,Democrat,0.0,-2.0,3,True,4,1.0,90.0
140,5,0,5,1,4,0.0,4,1,5,0,0,0,5,0,0,4,5,4,4,3.0,5,5,0,1.0,4,4,4,0,0,4,1.0,5,1,1,0,0,4,0,1,5.0,0,4.0,4,0,1,5,5,4,1,5.0,5,5,5,1,4,2,4,1.0,5,1.0,5,1,1.0,1,5,3,1,4,4,4,5,4,4,5,3,2,5.0,0.0,1,1,1,4.0,0.0,0,4,4,0,4,1,0,0,0.0,0.0,3,0.0,4,1,0,30,F,Republican,1.0,1.0,3,True,1,1.0,95.0
141,3,1,2,1,2,4.0,2,2,3,3,2,2,2,2,3,2,3,2,2,2.0,4,1,2,3.0,4,2,2,2,1,2,2.0,3,3,1,2,2,2,2,2,2.0,4,3.0,2,4,3,3,5,3,3,3.0,2,2,4,3,3,3,3,3.0,3,2.0,2,3,2.0,5,2,2,3,4,2,3,2,3,1,3,3,3,2.0,3.0,3,3,3,1.0,3.0,4,3,3,3,3,4,2,3,2.0,3.0,3,4.0,4,3,3,34,F,Independent,0.0,-2.0,3,False,3,1.0,95.0
142,1,2,5,0,1,4.0,4,2,0,0,0,1,5,0,4,1,1,0,0,2.0,1,0,4,1.0,1,4,0,2,0,1,5.0,0,1,1,5,0,2,0,2,5.0,0,0.0,1,0,3,3,0,0,3,0.0,0,5,0,2,2,2,5,2.0,0,1.0,1,3,0.0,1,3,0,0,5,4,1,0,1,3,2,3,3,5.0,3.0,1,1,5,2.0,3.0,5,2,5,4,0,4,1,4,3.0,0.0,3,5.0,0,2,4,39,M,Democrat,1.0,-2.0,1,False,2,1.0,40.0
143,2,1,1,3,3,2.0,2,2,3,1,3,1,2,1,3,2,2,1,3,2.0,2,1,1,3.0,1,2,2,3,1,2,3.0,3,3,1,2,3,3,4,2,3.0,5,2.0,3,2,3,2,4,1,2,4.0,3,2,4,3,3,3,3,2.0,2,2.0,3,2,2.0,4,3,2,3,3,2,1,3,2,2,2,2,2,2.0,4.0,3,2,2,2.0,3.0,2,2,3,3,2,3,3,2,3.0,2.0,2,4.0,2,2,3,29,F,Independent,0.0,-1.0,0,False,1,1.0,50.0
144,2,0,5,2,1,2.0,4,0,4,1,2,0,1,0,4,4,4,0,0,2.0,4,3,1,1.0,2,0,0,1,0,3,1.0,3,3,0,0,0,1,3,2,1.0,5,3.0,4,5,2,4,5,2,2,2.0,4,3,5,3,3,3,5,3.0,2,1.0,2,4,1.0,3,1,1,4,5,3,0,0,3,3,2,3,3,3.0,4.0,3,1,3,0.0,0.0,4,0,5,4,1,4,0,4,0.0,2.0,1,4.0,3,1,0,31,M,Independent,-2.0,-1.0,2,False,0,1.0,100.0
145,3,1,0,2,2,3.0,4,1,4,1,1,1,4,1,1,1,4,1,1,1.0,4,1,2,2.0,4,4,2,1,0,2,0.0,4,3,1,1,0,2,1,2,1.0,5,4.0,4,5,3,1,5,3,3,4.0,5,5,5,2,4,1,5,2.0,4,3.0,4,2,1.0,1,3,2,2,4,3,4,2,1,1,4,3,2,4.0,3.0,3,2,3,4.0,0.0,1,3,2,1,3,3,1,4,1.0,2.0,4,4.0,2,2,2,27,M,Independent,0.0,1.0,1,False,0,1.0,50.0
146,4,1,0,1,4,1.0,2,0,4,1,3,2,4,4,4,0,3,3,0,4.0,1,4,1,1.0,1,4,1,4,1,1,0.0,4,1,0,5,4,4,4,0,4.0,4,4.0,4,4,2,4,4,4,2,,4,2,4,4,3,2,5,2.0,4,4.0,1,3,4.0,2,3,4,1,4,3,4,4,4,4,4,4,2,1.0,1.0,1,4,4,4.0,4.0,3,1,1,1,4,4,2,0,5.0,2.0,2,2.0,4,3,4,35,F,Republican,2.0,1.0,0,False,3,1.0,95.0
